,Speaker,Response,party,IntSpeakerTarget,MatchToTopic,Topics,IntTopicTarget,MatchedWords
1977,OBAMA,"governor romney, here’s what we did. there were a whole bunch of oil companies. (crosstalk) ",0,7,True,Oil Industry,53,oil
1983,OBAMA,"here’s what happened. you had a whole bunch of oil companies who had leases on public lands that they weren’t using. so what we said was you can’t just sit on this for 10, 20, 30 years, decide when you want to drill, when you want to produce, when it’s most profitable for you. these are public lands. so if you want to drill on public lands, you use it or you lose it. ",0,7,True,Oil Industry,53,oil
1990,ROMNEY,production on government land of oil is down 14 percent. ,1,10,True,Oil Industry,53,oil
1994,ROMNEY,"it’s absolutely true. look, there’s no question but the people recognize that we have not produced more (inaudible) on federal lands and in federal waters. and coal, coal production is not up; coal jobs are not up. i was just at a coal facility, where some 1,200 people lost their jobs. the right course for america is to have a true all-of-the-above policy. i don’t think anyone really believes that you’re a person who’s going to be pushing for oil and gas and coal. you’ll get your chance in a moment. i’m still speaking. ",1,10,True,"Economy, Oil Industry",34,"jobs, jobs, oil"
2000,ROMNEY,"that was a statement. i don’t think the american people believe that. i will fight for oil, coal and natural gas. and the proof, the proof of whether a strategy is working or not is what the price is that you’re paying at the pump. if you’re paying less than you paid a year or two ago, why, then, the strategy is working. but you’re paying more. when the president took office, the price of gasoline here in nassau county was about $1.86 a gallon. now, it’s $4.00 a gallon. the price of electricity is up. if the president’s energy policies are working, you’re going to see the cost of energy come down. i will fight to create more energy in this country, to get america energy secure. and part of that is bringing in a pipeline of oil from canada, taking advantage of the oil and coal we have here, drilling offshore in alaska, drilling offshore in virginia where",1,10,True,Oil Industry,53,"oil, oil, oil"
2002,OBAMA,"well, think about what the governor — think about what the governor just said. he said when i took office, the price of gasoline was $1.80, $1.86. why is that? because the economy was on the verge of collapse, because we were about to go through the worst recession since the great depression, as a consequence of some of the same policies that governor romney’s now promoting. so, it’s conceivable that governor romney could bring down gas prices because with his policies, we might be back in that same mess. what i want to do is to create an economy that is strong, and at the same time produce energy. and with respect to this pipeline that governor romney keeps on talking about, we’ve — we’ve built enough pipeline to wrap around the entire earth once. so, i’m all for pipelines. i’m all for oil production. what i’m not for is us ignoring the other half of the equation. so, for example",0,7,True,"Economy, Oil Industry",34,"economy, gas prices, economy, oil"
2003,OBAMA,", on wind energy, when governor romney says “these are imaginary jobs.” when you’ve got thousands of people right now in iowa, right now in colorado, who are working, creating wind power with good-paying manufacturing jobs, and the republican senator in that — in iowa is all for it, providing tax breaks (ph) to help this work and governor romney says i’m opposed. i’d get rid of it. that’s not an energy strategy for the future. and we need to win that future. and i intend to win it as president of the united states.",0,7,True,Economy,28,"jobs, jobs"
2008,ROMNEY,"candy, i don’t have a policy of stopping wind jobs in iowa and that — they’re not phantom jobs. they’re real jobs. ",1,10,True,Economy,28,"jobs, jobs, jobs"
2009,ROMNEY,i appreciate wind jobs in iowa and across our country. i appreciate the jobs in coal and oil and gas. i’m going to make sure — ,1,10,True,"Economy, Oil Industry",34,"jobs, jobs, oil"
2010,ROMNEY,"— we’re taking advantage of our energy resources. we’ll bring back manufacturing to america. we’re going to get through a very aggressive energy policy, 31/2 million more jobs in this country. it’s critical to our future. ",1,10,True,"Economy, Climate Change",44,"energy policy, more jobs, jobs"
2015,ROMNEY,"thank you very much. and let me tell you, you’re absolutely right about part of that, which is i want to bring the rates down, i want to simplify the tax code, and i want to get middle- income taxpayers to have lower taxes. and the reason i want middle-income taxpayers to have lower taxes is because middle-income taxpayers have been buried over the past four years. you’ve seen, as middle-income people in this country, incomes go down $4,300 a family, even as gasoline prices have gone up $2,000. health insurance premiums, up $2,500. food prices up. utility prices up. the middle-income families in america have been crushed over the last four years. so i want to get some relief to middle-income families. that’s part — that’s part one. now, how about deductions? ‘cause i’m going to bring rates down across the board for everybody, but i’m going to limit deductions",1,10,True,Health Care,51,health insurance
2016,ROMNEY,"and exemptions and credits, particularly for people at the high end, because i am not going to have people at the high end pay less than they’re paying now. the top 5 percent of taxpayers will continue to pay 60 percent of the income tax the nation collects. so that’ll stay the same. middle-income people are going to get a tax break. and so, in terms of bringing down deductions, one way of doing that would be say everybody gets — i’ll pick a number — $25,000 of deductions and credits, and you can decide which ones to use. your home mortgage interest deduction, charity, child tax credit, and so forth, you can use those as part of filling that bucket, if you will, of deductions. but your rate comes down and the burden also comes down on you for one more reason, and that is every middle-income taxpayer no longer will pay any tax on interest, dividends or capital gains. no tax on",1,10,True,Taxes,12,"income tax, tax credit"
2018,ROMNEY,"class will see $4,000.00 per year in higher taxes as a result of the spending and borrowing of this administration. i will not let that happen. i want to get us on track to a balanced budget, and i’m going to reduce the tax burden on middle income families. and what’s that going to do? it’s going to help those families, and it’s going to create incentives to start growing jobs again in this country.",1,10,True,Economy,28,jobs
2019,OBAMA,"my philosophy on taxes has been simple. and that is, i want to give middle-class families and folks who are striving to get into the middle-class some relief. because they have been hit hard over the last decade. over the last 15, over the last 20 years. so four years ago i stood on a stage just like this one. actually it was a town hall, and i said i would cut taxes for middle- class families, and that’s what i’ve done, by $3,600.00. i said i would cut taxes for small businesses, who are the drivers and engines of growth. and we’ve cut them 18 times. and i want to continue those tax cuts for middle-class families, and for small business. but what i’ve also said is, if we’re serious about reducing the deficit, if this is genuinely a moral obligation to the next generation, then in addition to some tough spending cuts, we’ve also got to make",0,7,True,"Taxes, Economy, Federal Spending",67,"small businesses, businesses, tax cuts, deficit"
2020,OBAMA,"sure that the wealthy do a little bit more. so what i’ve said is, your first $250,000.00 worth of income, no change. and that means 98 percent of american families, 97 percent of small businesses, they will not see a tax increase. i’m ready to sign that bill right now. the only reason it’s not happening is because governor romney’s allies in congress have held the 98 percent hostage because they want tax breaks for the top 2 percent. but what i’ve also says is for above $250,000, we can go back to the tax rates we had when bill clinton was president. we created 23 million new jobs. that’s part of what took us from deficits to surplus. it will be good for our economy and it will be good for job creation. now, governor romney has a different philosophy. he was on 60 minutes just two weeks ago and he was asked: is it fair for somebody like you, making $20 million a",0,7,True,"Economy, Federal Spending",59,"small businesses, businesses, jobs, surplus, economy"
2021,OBAMA,"year, to pay a lower tax rate than a nurse or a bus driver, somebody making $50,000 year? and he said, “yes, i think that’s fair.” not only that, he said, “i think that’s what grows the economy.” well, i fundamentally disagree with that. i think what grows the economy is when you get that tax credit that we put in place for your kids going to college. i think that grows the economy. i think what grows the economy is when we make sure small businesses are getting a tax credit for hiring veterans who fought for our country. that grows our economy. so we just have a different theory. and when governor romney stands here, after a year of campaigning, when during a republican primary he stood on stage and said “i’m going to give tax cuts” — he didn’t say tax rate cuts, he said “tax cuts to everybody,” including the top 1 percent, you",0,7,True,"Taxes, Economy",70,"lower tax, economy, economy, tax credit, economy, economy, small businesses, businesses, tax credit, economy, tax cuts, tax cuts"
2022,OBAMA,should believe him because that’s been his history. and that’s exactly the kind of top-down economics that is not going to work if we want a strong middle class and an economy that’s striving for everybody.,0,7,True,Economy,28,economy
2023,ROMNEY,"you’re absolutely right. you heard what i said about my tax plan. the top 5 percent will continue to pay 60 percent, as they do today. i’m not looking to cut taxes for wealthy people. i am looking to cut taxes for middle-income people. and why do i want to bring rates down, and at the same time lower exemptions and deductions, particularly for people at the high end? because if you bring rates down, it makes it easier for small business to keep more of their capital and hire people. and for me, this is about jobs. i want to get america’s economy going again. fifty-four percent of america’s workers work in businesses that are taxed as individuals. so when you bring those rates down, those small businesses are able to keep more money and hire more people. for me, i look at what’s happened in the last four years and say this has been a disappointment. we can do better than this",1,10,True,Economy,28,"jobs, economy, businesses, small businesses, businesses"
2024,ROMNEY,". we don’t have to settle for, how many months, 43 months with unemployment above 8 percent, 23 million americans struggling to find a good job right now. there are 3.5 million more women living in poverty today than when the president took office. we don’t have to live like this. we can get this economy going again. my five-point plan does it. energy independence for north america in five years. opening up more trade, particularly in latin america. cracking down on china when they cheat. getting us to a balanced budget. fixing our training programs for our workers. and finally, championing small business. i want to make small businesses grow and thrive. i know how to make that happen. i spent my life in the private sector. i know why jobs come and why they go. and they’re going now because of the policies of this administration.",1,10,True,Economy,28,"unemployment, economy, small businesses, businesses, jobs"
2025,OBAMA,"no, it’s not settled. look, the cost of lowering rates for everybody across the board, 20 percent. along with what he also wants to do in terms of eliminating the estate tax, along what he wants to do in terms of corporates, changes in the tax code, it costs about $5 trillion. governor romney then also wants to spend $2 trillion on additional military programs even though the military’s not asking for them. that’s $7 trillion. he also wants to continue the bush tax cuts for the wealthiest americans. that’s another trillion dollars — that’s $8 trillion. now, what he says is he’s going to make sure that this doesn’t add to the deficit and he’s going to cut middleclass taxes. but when he’s asked, how are you going to do it, which deductions, which loopholes are you going to close? he can’t tell you. the — the fact that he only has to pay 14 percent on",0,7,True,"Taxes, Federal Spending",24,"tax cuts, deficit"
2026,OBAMA,"his taxes when a lot of you are paying much higher. he’s already taken that off the board, capital gains are going to continue to be at a low rate so we — we’re not going to get money that way. we haven’t heard from the governor any specifics beyond big bird and eliminating funding for planned parenthood in terms of how he pays for that. now, governor romney was a very successful investor. if somebody came to you, governor, with a plan that said, here, i want to spend $7 or $8 trillion, and then we’re going to pay for it, but we can’t tell you until maybe after the election how we’re going to do it, you wouldn’t take such a sketchy deal and neither should you, the american people, because the math doesn’t add up. and — and what’s at stake here is one of two things, either candy — this blows up the deficit because keep in mind, this",0,7,True,Federal Spending,29,deficit
2027,OBAMA,"is just to pay for the additional spending that he’s talking about, $7 trillion – $8 trillion before we even get to the deficit we already have. or, alternatively, it’s got to be paid for, not only by closing deductions for wealthy individuals, that — that will pay for about 4 percent reduction in tax rates. you’re going to be paying for it. you’re going to lose some deductions, and you can’t buy the sales pitch. nobody who’s looked at it that’s serious, actually believes it adds up.",0,7,True,Federal Spending,29,deficit
2029,ROMNEY,"well of course they add up. i — i was — i was someone who ran businesses for 25 years, and balanced the budget. i ran the olympics and balanced the budget. i ran the — the state of massachusetts as a governor, to the extent any governor does, and balanced the budget all four years. when we’re talking about math that doesn’t add up, how about $4 trillion of deficits over the last four years, $5 trillion? that’s math that doesn’t add up. we have — we have a president talking about someone’s plan in a way that’s completely foreign to what my real plan is. ",1,10,True,Economy,28,businesses
2030,ROMNEY,"and then we have his own record, which is we have four consecutive years where he said when he was running for office, he would cut the deficit in half. instead he’s doubled it. we’ve gone from $10 trillion of national debt, to $16 trillion of national debt. if the president were reelected, we’d go to almost $20 trillion of national debt. this puts us on a road to greece. i know what it takes to balance budgets. i’ve done it my entire life. so for instance when he says, “yours is a $5 trillion cut.” well, no it’s not. because i’m offsetting some of the reductions with holding down some of the deductions. and… ",1,10,True,Federal Spending,29,deficit
2035,OBAMA,"going to banks and lenders as middlemen for the student loan program, and we said, let’s just cut out the middleman. let’s give the money directly to students. and as a consequence, we’ve seen millions of young people be able to afford college, and that’s going to make sure that young women are going to be able to compete in that marketplace. but we’ve got to enforce the laws, which is what we are doing, and we’ve also got to make sure that in every walk of life we do not tolerate discrimination. that’s been one of the hallmarks of my administration. i’m going to continue to push on this issue for the next four years.",0,7,True,Race,3,discrimination
2036,ROMNEY,"thank you. and important topic, and one which i learned a great deal about, particularly as i was serving as governor of my state, because i had the chance to pull together a cabinet and all the applicants seemed to be men. and i — and i went to my staff, and i said, “how come all the people for these jobs are — are all men.” they said, “well, these are the people that have the qualifications.” and i said, “well, gosh, can’t we — can’t we find some — some women that are also qualified?” ",1,10,True,Economy,28,jobs
2038,ROMNEY,"until 7 or 8 o’clock at night. i need to be able to get home at 5 o’clock so i can be there for making dinner for my kids and being with them when they get home from school. so we said fine. let’s have a flexible schedule so you can have hours that work for you. we’re going to have to have employers in the new economy, in the economy i’m going to bring to play, that are going to be so anxious to get good workers they’re going to be anxious to hire women. in the — in the last women have lost 580,000 jobs. that’s the net of what’s happened in the last four years. we’re still down 580,000 jobs. i mentioned 31/2 million women, more now in poverty than four years ago. what we can do to help young women and women of all ages is to have a strong economy, so strong that employers that are looking to find good employees and bringing them into their workforce",1,10,True,Economy,28,"economy, economy, jobs, jobs, economy"
2039,ROMNEY,"and adapting to a flexible work schedule that gives women opportunities that they would otherwise not be able to afford. this is what i have done. it’s what i look forward to doing and i know what it takes to make an economy work, and i know what a working economy looks like. and an economy with 7.8 percent unemployment is not a real strong economy. an economy that has 23 million people looking for work is not a strong economy. an economy with 50 percent of kids graduating from college that can’t finds a job, or a college level job, that’s not what we have to have.",1,10,True,Economy,28,"economy, economy, economy, unemployment, economy, economy, economy, economy"
2040,ROMNEY,i’m going to help women in america get good work by getting a stronger economy and by supporting women in the workforce. ,1,10,True,Economy,28,economy
2041,OBAMA,"katherine, i just want to point out that when governor romney’s campaign was asked about the lilly ledbetter bill, whether he supported it? he said, “i’ll get back to you.” and that’s not the kind of advocacy that women need in any economy. now, there are some other issues that have a bearing on how women succeed in the workplace. for example, their healthcare. you know a major difference in this campaign is that governor romney feels comfortable having politicians in washington decide the health care choices that women are making. i think that’s a mistake. in my health care bill, i said insurance companies need to provide contraceptive coverage to everybody who is insured. because this is not just a — a health issue, it’s an economic issue for women. it makes a difference. this is money out of that family’s pocket. governor romney not only opposed it, he suggested that in fact employers should be able to make the decision as to whether",0,7,True,"Economy, Health Care",42,"economy, health care, health care, insurance companies"
2042,OBAMA,"or not a woman gets contraception through her insurance coverage. that’s not the kind of advocacy that women need. when governor romney says that we should eliminate funding for planned parenthood, there are millions of women all across the country, who rely on planned parenthood for, not just contraceptive care, they rely on it for mammograms, for cervical cancer screenings. that’s a pocketbook issue for women and families all across the country. and it makes a difference in terms of how well and effectively women are able to work. when we talk about child care, and the credits that we’re providing. that makes a difference in whether they can go out there and — and earn a living for their family. these are not just women’s issues. these are family issues. these are economic issues. and one of the things that makes us grow as an economy is when everybody participates and women are getting the same fair deal as men are.",0,7,True,Economy,28,"economic issues, economy"
2052,ROMNEY,"n’t. president obama was right, he said that that was outrageous to have deficits as high as half a trillion dollars under the bush years. he was right, but then he put in place deficits twice that size for every one of his four years. and his forecast for the next four years is more deficits, almost that large. so that’s the next area i’m different than president bush. and then let’s take the last one, championing small business. our party has been focused too long. i came through small business. i understand how hard it is to start a small business. that’s why everything i’ll do is designed to help small businesses grow and add jobs. i want to keep their taxes down on small business. i want regulators to see their job as encouraging small enterprise, not crushing it. and the thing i find the most troubling about obama care, well it’s a long list, but one of the things i find most troubling is",1,10,True,Economy,28,"small businesses, businesses, jobs"
2053,ROMNEY,"that when you go out and talk to small businesses and ask them what they think about it, they tell you it keeps them from hiring more people. my priority is jobs. i know how to make that happen. and president bush has a very different path for a very different time. my path is designed in getting small businesses to grow and hire people.",1,10,True,Economy,28,"small businesses, businesses, jobs, small businesses, businesses"
2054,OBAMA,"well, first of all, i think it’s important to tell you that we did come in during some tough times. we were losing 800,000 jobs a month when i started. but we had been digging our way out of policies that were misplaced and focused on the top doing very well and middle class folks not doing well. now, we’ve seen 30 consecutive — 31 consecutive months of job growth; 5.2 million new jobs created. and the plans that i talked about will create even more. but when governor romney says that he has a very different economic plan, the centerpiece of his economic plan are tax cuts. that’s what took us from surplus to deficit. when he talks about getting tough on china, keep in mind that governor romney invested in companies that were pioneers of outsourcing to china, and is currently investing in countries — in companies that are building surveillance equipment for china to spy on its own folks. that’s — governor, you’re the last person who’s",0,7,True,"Taxes, Economy, Federal Spending",67,"jobs, jobs, tax cuts, surplus, deficit"
2055,OBAMA,"going to get tough on china. and what we’ve done when it comes to trade is not only sign three trade deals to open up new markets, but we’ve also set up a task force for trade that goes after anybody who is taking advantage of american workers or businesses and not creating a level playing field. we’ve brought twice as many cases against unfair trading practices than the previous administration and we’ve won every single one that’s been decided. when i said that we had to make sure that china was not flooding our domestic market with cheap tires, governor romney said i was being protectionist; that it wouldn’t be helpful to american workers. well, in fact we saved 1,000 jobs. and that’s the kind of tough trade actions that are required. but the last point i want to make is this. you know, there are some things where governor romney is different from george bush. george bush didn’t propose turning medicare into a voucher. george bush embraced comprehensive",0,7,True,Economy,28,"businesses, jobs"
2056,OBAMA,"immigration reform. he didn’t call for self-deportation. george bush never suggested that we eliminate funding for planned parenthood, so there are differences between governor romney and george bush, but they’re not on economic policy. in some ways, he’s gone to a more extreme place when it comes to social policy. and i think that’s a mistake. that’s not how we’re going to move our economy forward.",0,7,True,"Economy, Immigration",2,"immigration, immigration reform, economy"
2057,OBAMA,"well, we’ve gone through a tough four years. there’s no doubt about it. but four years ago, i told the american people and i told you i would cut taxes for middle class families. and i did. i told you i’d cut taxes for small businesses, and i have. i said that i’d end the war in iraq, and i did. i said we’d refocus attention on those who actually attacked us on 9/11, and we have gone after al qaeda’s leadership like never before and osama bin laden is dead. ",0,7,True,Economy,28,"small businesses, businesses"
2058,OBAMA,"i said that we would put in place health care reform to make sure that insurance companies can’t jerk you around and if you don’t have health insurance, that you’d have a chance to get affordable insurance, and i have. i committed that i would rein in the excesses of wall street, and we passed the toughest wall street reforms since the 1930s. we’ve created five million jobs, and gone from 800 jobs a month being lost, and we are making progress. we saved an auto industry that was on the brink of collapse. now, does that mean you’re not struggling? absolutely not. a lot of us are. and that’s why the plan that i’ve put forward for manufacturing and education, and reducing our deficit in a sensible way, using the savings from ending wars, to rebuild america and putting people back to work. making sure that we are controlling our own energy, but not only the energy of today, but also the energy of the",0,7,True,"Economy, Federal Spending, Health Care",15,"health care, insurance companies, health insurance, jobs, jobs, deficit"
2059,OBAMA,"future. all of those things will make a difference, so the point is the commitments i’ve made, i’ve kept. and those that i haven’t been able to keep, it’s not for lack of trying and we’re going to get it done in a second term. but, you should pay attention to this campaign, because governor romney has made some commitments as well. and i suspect he’ll keep those too. you know when members of the republican congress say, “we’re going to sign a no tax pledge, so that we don’t ask a dime for millionaires and billionaires to reduce our deficit so we can still invest in education, and helping kids go to college. he said, “me too.” when they said, “we’re going to cut planned parenthood funding.” he said, “me too.” when he said, “we’re going to repeal obamacare. first thing i’m going to do,” despite the fact",0,7,True,Federal Spending,29,deficit
2060,OBAMA,"that it’s the same health care plan that he passed in massachusetts and is working well. he said, “me too.” that is not the kind of leadership that you need, but you should expect that those are promises he’s going to keep. (crosstalk)",0,7,True,Health Care,51,health care
2061,OBAMA,"…the choice in this election is going to be whose promises are going to be more likely to help you in your life? make sure your kids can go to college. make sure that you are getting a good paying job, making sure that medicare and social security… (crosstalk) ",0,7,True,Social Welfare,19,social security
2063,ROMNEY,"i think you know better. i think you know that these last four years haven’t been so good as the president just described and that you don’t feel like your confident that the next four years are going to be much better either. i can tell you that if you were to elect president obama, you know what you’re going to get. you’re going to get a repeat of the last four years. we just can’t afford four more years like the last four years. he said that by now we’d have unemployment at 5.4 percent. the difference between where it is and 5.4 percent is 9 million americans without work. i wasn’t the one that said 5.4 percent. this was the president’s plan. didn’t get there. he said he would have by now put forward a plan to reform medicare and social security, because he pointed out they’re on the road to bankruptcy. he would reform them. he’d get that done. he hasn’t even",1,10,True,"Social Welfare, Economy",25,"unemployment, social security"
2064,ROMNEY,"made a proposal on either one. he said in his first year he’d put out an immigration plan that would deal with our immigration challenges. didn’t even file it. this is a president who has not been able to do what he said he’d do. he said that he’d cut in half the deficit. he hasn’t done that either. in fact, he doubled it. he said that by now middle-income families would have a reduction in their health insurance premiums by $2,500 a year. it’s gone up by $2,500 a year. and if obamacare is passed, or implemented — it’s already been passed — if it’s implemented fully, it’ll be another $2,500 on top.",1,10,True,"Federal Spending, Immigration, Health Care",8,"immigration, immigration, deficit, health insurance"
2065,ROMNEY,"the middle class is getting crushed under the policies of a president who has not understood what it takes to get the economy working again. he keeps saying, “look, i’ve created 5 million jobs.” that’s after losing 5 million jobs. the entire record is such that the unemployment has not been reduced in this country. the unemployment, the number of people who are still looking for work, is still 23 million americans. there are more people in poverty, one out of six people in poverty. how about food stamps? when he took office, 32 million people were on food stamps. today, 47 million people are on food stamps. how about the growth of the economy? it’s growing more slowly this year than last year, and more slowly last year than the year before. the president wants to do well. i understand. but the policies he’s put in place from obamacare to dodd-frank to his tax policies to his regulatory policies, these policies",1,10,True,Economy,28,"economy, jobs, jobs, unemployment, unemployment, economy"
2066,ROMNEY,"combined have not let this economy take off and grow like it could have. you might say, “well, you got an example of one that worked better?” yeah, in the reagan recession where unemployment hit 10.8 percent, between that period — the end of that recession and the equivalent of time to today, ronald reagan’s recovery created twice as many jobs as this president’s recovery. five million jobs doesn’t even keep up with our population growth. and the only reason the unemployment rate seems a little lower today is because of all the people that have dropped out of the workforce. the president has tried, but his policies haven’t worked. he’s great as a — as a — as a speaker and describing his plans and his vision. that’s wonderful, except we have a record to look at. and that record shows he just hasn’t been able to cut the deficit, to put in place reforms for medicare and social security to preserve them, to get",1,10,True,"Social Welfare, Economy, Federal Spending",10,"economy, unemployment, jobs, jobs, unemployment, deficit, social security"
2073,ROMNEY,"thank you. lorraine? did i get that right? good. thank you for your question. and let me step back and tell you what i would like to do with our immigration policy broadly and include an answer to your question. but first of all, this is a nation of immigrants. we welcome people coming to this country as immigrants. my dad was born in mexico of american parents; ann’s dad was born in wales and is a first-generation american. we welcome legal immigrants into this country. i want our legal system to work better. i want it to be streamlined. i want it to be clearer. i don’t think you have to — shouldn’t have to hire a lawyer to figure out how to get into this country legally. i also think that we should give visas to people — green cards, rather, to people who graduate with skills that we need. people around the world with accredited degrees in science and math get a green card stapled",1,10,True,Immigration,71,"immigration, green cards"
2074,ROMNEY,"to their diploma, come to the u.s. of a. we should make sure our legal system works. number two, we’re going to have to stop illegal immigration. there are 4 million people who are waiting in line to get here legally. those who’ve come here illegally take their place. so i will not grant amnesty to those who have come here illegally. what i will do is i’ll put in place an employment verification system and make sure that employers that hire people who have come here illegally are sanctioned for doing so. i won’t put in place magnets for people coming here illegally. so for instance, i would not give driver’s licenses to those that have come here illegally as the president would. the kids of those that came here illegally, those kids, i think, should have a pathway to become a permanent resident of the united states and military service, for instance, is one way they would have that kind of pathway to become a permanent resident.",1,10,True,Immigration,71,"illegal immigration, immigration"
2075,ROMNEY,"now when the president ran for office, he said that he’d put in place, in his first year, a piece of legislation — he’d file a bill in his first year that would reform our — our immigration system, protect legal immigration, stop illegal immigration. he didn’t do it. he had a democrat house, a democrat senate, super majority in both houses. why did he fail to even promote legislation that would have provided an answer for those that want to come legally and for those that are here illegally today? what’s a question i think the — the president will have a chance to answer right now. ",1,10,True,Immigration,71,"immigration, immigration, illegal immigration, immigration"
2076,OBAMA,"good, i look forward to it. was — lorranna — lorraine — we are a nation of immigrants. i mean we’re just a few miles away from ellis island. we all understand what this country has become because talent from all around the world wants to come here. people are willing to take risks. people who want to build on their dreams and make sure their kids have an even bigger dreams than they have. but we’re also a nation of laws. so what i’ve said is we need to fix a broken immigration system and i’ve done everything that i can on my own and sought cooperation from congress to make sure that we fix the system. the first thing we did was to streamline the legal immigration system, to reduce the backlog, make it easier, simpler and cheaper for people who are waiting in line, obeying the law to make sure that they can come here and contribute to our country and that’s good for our economic growth. they’ll start",0,7,True,"Economy, Immigration",2,"immigration, immigration, economic growth"
2077,OBAMA,"new businesses. they’ll make things happen to create jobs here in the united states. number two, we do have to deal with our border so we put more border patrol on the — any time in history and the flow of undocumented works across the border is actually lower than it’s been in 40 years. what i’ve also said is if we’re going to go after folks who are here illegally, we should do it smartly and go after folks who are criminals, gang bangers, people who are hurting the community, not after students, not after folks who are here just because they’re trying to figure out how to feed their families. and that’s what we’ve done. and what i’ve also said is for young people who come here, brought here often times by their parents. had gone to school here, pledged allegiance to the flag. think of this as their country. understand themselves as americans in every way except having papers. and we should make sure",0,7,True,Economy,28,"businesses, jobs"
2079,OBAMA,"challenge is, “well obama didn’t try.” that’s not true. i have sat down with democrats and republicans at the beginning of my term. and i said, let’s fix this system. including senators previously who had supported it on the republican side. but it’s very hard for republican’s in congress to support comprehensive immigration reform, if their standard bearer has said that, this is not something i’m interested in supporting.",0,7,True,Immigration,71,"immigration, immigration reform"
2096,OBAMA,i thought we were talking about immigration. (crosstalk) ,0,7,True,Immigration,71,immigration
2098,OBAMA,"i do want to make sure that — i do want to make sure that we just understand something. governor romney says he wasn’t referring to arizona as a model for the nation. his top adviser on immigration is the guy who designed the arizona law, the entirety of it; not e-verify, the whole thing. that’s his policy. and it’s a bad policy. and it won’t help us grow. look, when we think about immigration, we have to understand there are folks all around the world who still see america as the land of promise. and they provide us energy and they provide us innovation and they start companies like intel and google. and we want to encourage that. now, we’ve got to make sure that we do it in a smart way and a comprehensive way, and we make the legal system better. but when we make this into a divisive political issue, and when we don’t have bipartisan support — i can deliver,",0,7,True,Immigration,71,"immigration, immigration"
2099,OBAMA,"governor, a whole bunch of democrats to get comprehensive immigration reform done, and we can’t…",0,7,True,Immigration,71,"immigration, immigration reform"
2107,OBAMA,"well, let me first of all talk about our diplomats, because they serve all around the world and do an incredible job in a very dangerous situation. and these aren’t just representatives of the united states, they are my representatives. i send them there, oftentimes into harm’s way. i know these folks and i know their families. so nobody is more concerned about their safety and security than i am. so as soon as we found out that the benghazi consulate was being overrun, i was on the phone with my national security team and i gave them three instructions. number one, beef up our security and procedures, not just in libya, but at every embassy and consulate in the region. number two, investigate exactly what happened, regardless of where the facts lead us, to make sure folks are held accountable and it doesn’t happen again. and number three, we are going to find out who did this and we’re going to hunt them down, because one",0,7,True,National Defense,14,national security
2109,OBAMA,"now governor romney had a very different response. while we were still dealing with our diplomats being threatened, governor romney put out a press release, trying to make political points, and that’s not how a commander in chief operates. you don’t turn national security into a political issue. certainly not right when it’s happening. and people — not everybody agrees with some of the decisions i’ve made. but when it comes to our national security, i mean what i say. i said i’d end the war in libya — in — in iraq, and i did. i said that we’d go after al-qaeda and bin laden, we have. i said we’d transition out of afghanistan, and start making sure that afghans are responsible for their own security, that’s what i’m doing. and when it comes to this issue, when i say that we are going to find out exactly what happened, everybody will be held accountable. and i am ultimately responsible",0,7,True,National Defense,14,"national security, national security"
2136,OBAMA,", (a), we have to enforce the laws we’ve already got, make sure that we’re keeping guns out of the hands of criminals, those who are mentally ill. we’ve done a much better job in terms of background checks, but we’ve got more to do when it comes to enforcement. but i also share your belief that weapons that were designed for soldiers in war theaters don’t belong on our streets. and so what i’m trying to do is to get a broader conversation about how do we reduce the violence generally. part of it is seeing if we can get an assault weapons ban reintroduced. but part of it is also looking at other sources of the violence. because frankly, in my home town of chicago, there’s an awful lot of violence and they’re not using ak-47s. they’re using cheap hand guns. and so what can we do to intervene, to make sure that young people have opportunity; that our schools are working;",0,7,True,Gun Control,13,"guns, assault weapons, guns"
2138,ROMNEY,"yeah, i’m not in favor of new pieces of legislation on — on guns and taking guns away or making certain guns illegal. we, of course, don’t want to have automatic weapons, and that’s already illegal in this country to have automatic weapons. what i believe is we have to do, as the president mentioned towards the end of his remarks there, which is to make enormous efforts to enforce the gun laws that we have, and to change the culture of violence that we have. and you ask how — how are we going to do that? and there are a number of things. he mentioned good schools. i totally agree. we were able to drive our schools to be number one in the nation in my state. and i believe if we do a better job in education, we’ll — we’ll give people the — the hope and opportunity they deserve and perhaps less violence from that. but let me mention another thing. and that is parents",1,10,True,Gun Control,13,"guns, guns, guns, gun"
2139,ROMNEY,". we need moms and dads, helping to raise kids. wherever possible the — the benefit of having two parents in the home, and that’s not always possible. a lot of great single moms, single dads. but gosh to tell our kids that before they have babies, they ought to think about getting married to someone, that’s a great idea. because if there’s a two parent family, the prospect of living in poverty goes down dramatically. the opportunities that the child will — will be able to achieve increase dramatically. so we can make changes in the way our culture works to help bring people away from violence and give them opportunity, and bring them in the american system. the — the greatest failure we’ve had with regards to — to gun violence in some respects is what — what is known as fast and furious. which was a program under this administration, and how it worked exactly i think we don’t know precisely, where thousands of automatic, and",1,10,True,Gun Control,13,gun
