,Unnamed: 0,Speaker,Response,party,IntSpeakerTarget,MatchToTopic,PartyClassifier
1561,2278,MR. REAGAN,responsible for the terrorist acts. and terrorist acts are such that our own united states capitol in washington has been bombed twice.,1,18,False,0.29978227615356445
1562,2279,MR. REAGAN,"not at all, mr. trewhitt, and i want you to know that also i will not make age an issue of this campaign. i am not going to exploit, for political purposes, my opponent’s youth and inexperience. [laughter and applause] if i still have time, i might add, mr. trewhitt, i might add that it was seneca or it was cicero, i don’t know which, that said, “if it was not for the elders correcting the mistakes of the young, there would be no state.” strategic missiles mr. trewhitt. mr. president, i’d like to head for the fence and try to catch that one before it goes over, but i’ll go on to another question. you and mr. mondale have already disagreed about what you had to say about recalling submarine-launched missiles. there’s another, a similar issue out there that relates to your — it is said, at least, that you were unaware that",1,18,False,0.9984116554260254
1563,2280,MR. REAGAN,"the soviet retaliatory power was based on land-based missiles. first, is that correct? secondly, if it is correct, have you informed yourself in the meantime? and third, is it even necessary for the president to be so intimately involved in strategic details?",1,18,False,0.003110088873654604
1564,2281,MR. REAGAN,"yes, this had to do with our disarmament talks. and the whole controversy about land missiles came up because we thought that the strategic nuclear weapons, the most destabilizing are the land-based. you put your thumb on a button and somebody blows up 20 minutes later. so, we thought that it would be simpler to negotiate first with those. and then we made it plain, a second phase, take up the submarine-launched or the airborne missiles. the soviet union, to our surprise — and not just mine — made it plain when we brought this up that they placed, they thought, a greater reliance on the land-based missiles and, therefore, they wanted to take up all three. and we agreed. we said, “all right, if that’s what you want to do.” but it was a surprise to us, because they outnumbered us 64 to 36 in submarines and 20 percent more bombers capable of carrying nuclear missiles than we had. so",1,18,False,0.9962210655212402
1565,2282,MR. REAGAN,", why should we believe that they had placed that much more reliance on land-based? but even after we gave in and said, “all right, let’s discuss it all,” they walked away from the table. we didn’t. the president’s age mr. trewhitt. mr. mondale, i’m going to hang in there. should the president’s age and stamina be an issue in the political campaign?",1,18,False,0.9981943964958191
1566,2283,MR. MONDALE,"no. and i have not made it an issue, nor should it be. what’s at issue here is the president’s application of his authority to understand what a president must know to lead this nation, secure our defense, and make the decisions and the judgments that are necessary. a minute ago the president quoted cicero, i believe. i want to quote somebody a little closer to home, harry truman. he said, “the buck stops here.” we just heard the president’s answer for the problems at the barracks in lebanon, where 241 marines were killed. what happened? first, the joint chiefs of staff went to the president, said, “don’t put those troops there.” they did it. and then 5 days before the troops were killed, they went back to the president, through the secretary of defense, and said, “please, mr. president, take those troops out of there because we can’t defend them.” they did",0,11,False,0.9972164630889893
1567,2284,MR. MONDALE,"n’t do it. and we know what happened. after that, once again, our embassy was exploded. this is the fourth time this has happened — an identical attack, in the same region, despite warnings — even public warnings — from the terrorists. who’s in charge? who’s handling this matter? that’s my main point. now, on arms control, we’re completing 4 years. this is the first administration since the bomb went off that made no progress. we have an arms race underway instead. a president has to lead his government or it won’t be done. different people with different views fight with each other. for 3\1/2\ years, this administration avoided arms control, resisted tabling arms control proposals that had any hope of agreeing, rebuked their negotiator in 1981 when he came close to an agreement, at least in principle, on medium-range weapons. and we have this arms race underway. and a recent book that just came out by perhaps the nation",0,11,False,0.034862056374549866
1568,2285,MR. MONDALE,"’s most respected author in this field, strobe talbott, called “deadly gambits,” concludes that this president has failed to master the essential details needed to command and lead us, both in terms of security and terms of arms control. that’s why they call the president the commander in chief. good intentions, i grant. but it takes more than that. you must be tough and smart. the president’s leadership mr. trewhitt. this question of leadership keeps arising in different forms in this discussion already. and the president, mr. mondale, has called you whining and vacillating, among the more charitable phrases — weak, i believe. it is a question of leadership. and he has made the point that you have not repudiated some of the semidiplomatic activity of the reverend jackson, particularly in central america. did you approve of his diplomatic activity? and are you prepared to repudiate him now?",0,11,False,0.9979280233383179
1569,2286,MR. MONDALE,"i read his statement the other day. i don’t admire fidel castro at all. and i’ve said that. che guevara was a contemptible figure in civilization’s history. i know the cuban state as a police state, and all my life i’ve worked in a way that demonstrates that. but jesse jackson is an independent person. i don’t control him. and let’s talk about people we do control. in the last debate,\1\ (footnote) the vice president of the united states said that i said the marines had died shamefully and died in shame in lebanon. i demanded an apology from vice president bush because i had, instead, honored these young men, grieved for their families, and think they were wonderful americans that honored us all. what does the president have to say about taking responsibility for a vice president who won’t apologize for something like that? (footnote) \1\mr. mondale was referring to an earlier debate between george bush and geraldine ferarro, the vice-",0,11,False,0.00015648931730538607
1570,2287,MR. MONDALE,presidential candidates.,0,11,False,0.004562870133668184
1571,2288,MR. REAGAN,"yes. i know it’ll come as a surprise to mr. mondale, but i am in charge. and, as a matter of fact, we haven’t avoided arms control talks with the soviet union. very early in my administration i proposed — and i think something that had never been proposed by any previous administration — i proposed a total elimination of intermediate-range missiles, where the soviets had better than a 10 — and still have — better than a 10-to-1 advantage over the allies in europe. when they protested that and suggested a smaller number, perhaps, i went along with that. the so-called negotiation that you said i walked out on was the so-called walk in the woods between one of our representatives and one of the soviet union, and it wasn’t me that turned it down, the soviet union disavowed it. ",1,18,False,0.9983896017074585
1572,2289,MR. MONDALE,"there are two distinguished authors on arms control in this country — there are many others, but two that i want to cite tonight. one is strobe talbott in his classic book, “deadly gambits.” the other is john neuhaus, who’s one of the most distinguished arms control specialists in our country. both said that this administration turned down the “walk in the woods” agreement first, and that would have been a perfect agreement from the standpoint of the united states in europe and our security. when mr. nitze, a good negotiator, returned, he was rebuked, and his boss was fired. this is the kind of leadership that we’ve had in this administration on the most deadly issue of our times. now we have a runaway arms race. all they’ve got to show for 4 years in u.s.-soviet relations is one meeting in the last weeks of an administration, and nothing before. they’re tough negotiators, but all previous presidents have made progress. this one has",0,11,False,0.0011147609911859035
1573,2290,MR. MONDALE,not.,0,11,False,0.22252768278121948
1574,2292,MR. MONDALE,"this administration do something it has not done, and that is to strengthen enforcement at the border, strengthen the officials in this government that deal with undocumented workers, and to do so in a way that’s responsible and within the constitution of the united states. we need an answer to this problem, but it must be an american answer that is consistent with justice and due process. everyone in this room, practically, here tonight, is an immigrant. we came here loving this nation, serving it, and it has served all of our most bountiful dreams. and one of those dreams is justice. and we need a measure — and i will support a measure — that brings about those objectives but avoids that one aspect that i think is very serious. the second part is to maintain and improve relations with our friends to the south. we cannot solve this problem all on our own. and that’s why the failure of this administration to deal in an effective and a good-",0,11,False,0.55140620470047
1575,2293,MR. MONDALE,"faith way with mexico, with costa rica, with the other nations in trying to find a peaceful settlement to the dispute in central america has undermined our capacity to effectively deal diplomatically in this area as well.",0,11,False,0.0010636962251737714
1576,2295,MR. MONDALE,"going to come up with a better bill, a more effective bill that does not undermine the liberties of our people.",0,11,False,0.02698349952697754
1577,2296,MR. REAGAN,"georgie anne, we, believe me, supported the simpson-mazzoli bill strongly — and the bill that came out of the senate. however, there were things added in in the house side that we felt made it less of a good bill; as a matter of fact, made it a bad bill. and in conference — we stayed with them in conference all the way to where even senator simpson did not want the bill in the manner in which it would come out of the conference committee. there were a number of things in there that weakened that bill. i can’t go into detail about them here. but it is true our borders are out of control. it is also true that this has been a situation on our borders back through a number of administrations. and i supported this bill. i believe in the idea of amnesty for those who have put down roots and who have lived here even though sometime back they may have entered illegally. with regard to the employer sanctions",1,18,False,0.9860032200813293
1578,2302,MR. REAGAN,"mr. kalb, i think what has been hailed as something i’m supposedly, as president, discussing as principle is the recall of just some philosophical discussions with people who are interested in the same things; and that is the prophecies down through the years, the biblical prophecies of what would portend the coming of armageddon, and so forth, and the fact that a number of theologians for the last decade or more have believed that this was true, that the prophecies are coming together that portend that. but no one knows whether armageddon, those prophecies mean that armageddon is a thousand years away or day after tomorrow. so, i have never seriously warned and said we must plan according to armageddon. now, with regard to having to say whether we would try to survive in the event of a nuclear war, of course we would. but let me also point out that to several parliaments around the world, in europe and in asia, i have made a statement to each one of them",1,18,False,0.4285350441932678
1579,2303,MR. REAGAN,", and i’ll repeat it here: a nuclear war cannot be won and must never be fought. and that is why we are maintaining a deterrent and trying to achieve a deterrent capacity to where no one would believe that they could start such a war and escape with limited damage. but the deterrent — and that’s what it is for — is also what led me to propose what is now being called the star wars concept, but propose that we research to see if there isn’t a defensive weapon that could defend against incoming missiles. and if such a defense could be found, wouldn’t it be far more humanitarian to say that now we can defend against a nuclear war by destroying missiles instead of slaughtering millions of people? strategic defense initiative",1,18,False,0.0015538379084318876
1580,2304,MR. REAGAN,"why not? what if we did — and i hope we can; we’re still researching — what if we come up with a weapon that renders those missiles obsolete? there has never been a weapon invented in the history of man that has not led to a defensive, a counterweapon. but suppose we came up with that? now, some people have said, “ah, that would make war imminent, because they would think that we could launch a first strike because we could defend against the enemy.” but why not do what i have offered to do and asked the soviet union to do? say, “look, here’s what we can do. we’ll even give it to you. now, will you sit down with us and once and for all get rid, all of us, of these nuclear weapons and free mankind from that threat?” i think that would be the greatest use of a defensive weapon. ",1,18,False,0.930530846118927
1581,2305,MR. MONDALE,"first of all, let me sharply disagree with the president on sharing the most advanced, the most dangerous, the most important technology in america with the soviet union. we have had for many years, understandably, a system of restraints on high technology because the soviets are behind us. and any research or development along the star wars schemes would inevitably involve our most advanced computers, our most advanced engineering. and the thought that we would share this with the soviet union is, in my opinion, a total non-starter. i would not let the soviet union get their hands on it at all. now, what’s wrong with star wars? there’s nothing wrong with the theory of it. if we could develop a principle that would say both sides could fire all their missiles and no one would get hurt, i suppose it’s a good idea. but the fact of it is we’re so far away from research that even comes close to that, that the director of engineering",0,11,False,0.0018727330025285482
1582,2306,MR. MONDALE,"research at the defense department said to get there we would have to solve eight problems, each of which are more difficult than the atomic bomb and the manhattan project. it would cost something like a trillion dollars to test and deploy weapons. the second thing is this all assumes that the soviets wouldn’t respond in kind. and they always do. we don’t get behind. they won’t get behind. and that’s been the tragic story of the arms race. we have more at stake in space satellites than they do. if we could stop, right now, the testing and the deployment of these space weapons — and the president’s proposals go clear beyond research; if it was just research we wouldn’t have any argument, because maybe someday, somebody will think of something — but to commit this nation to a buildup of antisatellite and space weapons at this time, in their crude state, would bring about an arms race that’s very dangerous indeed. one final point. the",0,11,False,0.9704253673553467
1583,2308,MR. MONDALE,"every system that is verifiable should be placed on the table for negotiations for an agreement. i would not agree to any negotiations or any agreement that involved conduct on the part of the soviet union that we couldn’t verify every day. i would not agree to any agreement in which the united states security interest was not fully recognized and supported. that’s why we say mutual and verifiable freezes. now, why do i support the freeze? because this ever-rising arms race madness makes both nations less secure. it’s more difficult to defend this nation. it’s putting a hair-trigger on nuclear war. this administration, by going into the star wars system, is going to add a dangerous new escalation. we have to be tough on the soviet union, but i think the american people — — ",0,11,False,0.00144253543112427
1584,2309,MR. MONDALE,— — and the people of the soviet union want it to stop. ,0,11,False,0.26150500774383545
1585,2310,MR. REAGAN,"yes, my rebuttal, once again, is that this invention that has just been created here of how i would go about rolling over for the soviet union — no, mr. mondale, my idea would be with that defensive weapon that we would sit down with them and then say, “now, are you willing to join us? here’s what we” — give them a demonstration and then say — “here’s what we can do. now, if you’re willing to join us in getting rid of all the nuclear weapons in the world, then we’ll give you this one, so that we would both know that no one can cheat; that we’re both got something that if anyone tries to cheat . . . .” but when you keep star-warring it — i never suggested where the weapons should be or what kind; i’m not a scientist. i said, and the joint chiefs of staff agreed with me, that it was time for us",1,18,False,0.9988560676574707
1586,2311,MR. REAGAN,"to turn our research ability to seeing if we could not find this kind of defensive weapon. and suddenly somebody says, “oh, it’s got to be up there, and it’s star wars,” and so forth. i don’t know what it would be, but if we can come up with one, i think the world will be better off.",1,18,False,0.9974038004875183
1587,2312,MR. MONDALE,"well, that’s what a president’s supposed to know — where those weapons are going to be. if they’re space weapons, i assume they’ll be in space. [laughter] if they’re antisatellite weapons, i assume they’re going to be aimed against satellites. now, this is the most dangerous technology that we possess. the soviets try to spy on us, steal this stuff. and to give them technology of this kind, i disagree with. you haven’t just accepted research, mr. president. you’ve set up a strategic defense initiative, an agency, you’re beginning to test, you’re talking about deploying, you’re asking for a budget of some $30 billion for this purpose. this is an arms escalation. and we will be better off, far better off, if we stop right now, because we have more to lose in space then they do. if someday, somebody comes along with an answer, that’s something else. but",0,11,False,0.024939529597759247
1588,2313,MR. MONDALE,that there would be an answer in our lifetime is unimaginable. why do we start things that we know the soviets will match and make us all less secure? that’s what a president’s for.,0,11,False,0.060472648590803146
1589,2314,MR. MONDALE,"no. as a matter of fact, we have a vast range of technology and weaponry right now that provides all the bargaining chips that we need. and i support the air launch cruise missile, the ground launch cruise missile, the pershing missile, the trident submarine, the d – 5 submarine, stealth technology, the midgetman — we have a whole range of technology. why i disagree with the mx is that it’s a sitting duck. it’ll draw an attack. it puts a hair-trigger, and it is a dangerous, destabilizing weapon. and the b – 1 is similarly to be opposed, because for 15 years the soviet union has been preparing to meet the b – 1. the secretary of defense himself said it would be a suicide mission if it were built. instead, i want to build the midgetman, which is mobile and thus less vulnerable, contributing to stability, and a weapon that will give us security and contribute to an incentive for arms control. that",0,11,False,0.15938615798950195
1590,2315,MR. MONDALE,"’s why i’m for stealth technology, to build a stealth bomber — which i’ve supported for years — that can penetrate the soviet air defense system without any hope that they can perceive where it is because their radar system is frustrated. in other words, a president has to make choices. this makes us stronger. the final point is that we can use this money that we save on these weapons to spend on things that we really need. our conventional strength in europe is under strength. we need to strengthen that in order to assure our western allies of our presence there, a strong defense, but also to diminish and reduce the likelihood of a commencement of a war and the use of nuclear weapons. it’s in this way, by making wise choices, that we’re stronger, we enhance the chances of arms control. every president until this one has been able to do it, and this nation — or the world is more dangerous as a result. nuclear freeze",0,11,False,0.0003922702162526548
1591,2316,MR. MONDALE,"i will not agree to any arms control agreement, including a freeze, that’s not verifiable. let’s take your warhead principle. the warhead principle — there have been counting rules for years. whenever a weapon is tested we count the number of warheads on it, and whenever that warhead is used we count that number of warheads, whether they have that number or less on it, or not. these are standard rules. i will not agree to any production restrictions — or agreements, unless we have the ability to verify those agreements. i don’t trust the russians. i believe that every agreement we reach must be verifiable, and i will not agree to anything that we cannot tell every day. in other words, we’ve got to be tough. but in order to stop this arms madness, we’ve got to push ahead with tough negotiations that are verifiable so that we know the soviets are agreeing and living up to their agreement. support for u.s. allies ",0,11,False,0.1103813573718071
1592,2317,MR. REAGAN,"morton, i did criticize the president because of our undercutting of what was a stalwart ally — the shah of iran. and i am not at all convinced that he was that far out of line with his people or that they wanted that to happen. the shah had done our bidding and carried our load in the middle east for quite some time, and i did think that it was a blot on our record that we let him down. have things gotten better? the shah, whatever he might have done, was building low-cost housing, had taken land away from the mullahs and was distributing it to the peasants so they could be landowners — things of that kind. but we turned it over to a maniacal fanatic who has slaughtered thousands and thousands of people, calling it executions. the matter of somoza — no, i never defended somoza. and, as a matter of fact, the previous administration stood by and so did i — not that i could have done anything in",1,18,False,0.9854275584220886
1593,2318,MR. REAGAN,"my position at that time — but for this revolution to take place. and the promise of the revolution was democracy, human rights, free labor unions, free press. and then, just as castro had done in cuba, the sandinistas ousted the other parties to the revolution. many of them are now the contras. they exiled some, they jailed some, they murdered some. and they installed a marxist-leninist totalitarian government. and what i have to say about this is, many times — and this has to do with the philippines, also, i know there are things there in the philippines that do not look good to us from the standpoint right now of democratic rights, but what is the alternative? it is a large communist movement to take over the philippines. they have been our friend since their inception as a nation. and i think that we’ve had enough of a record of letting — under the guise of revolution — someone that we thought was a little more right",1,18,False,0.03229765221476555
1594,2319,MR. REAGAN,"than we would be, letting that person go, and then winding up with totalitarianism, pure and simple, as the alternative. and i think that we’re better off, for example with the philippines, of trying to retain our friendship and help them right the wrongs we see, rather than throwing them to the wolves and then facing a communist power in the pacific.",1,18,False,0.00044735296978615224
1595,2320,MR. REAGAN,"well, as i say, we have to look at what an overthrow there would mean and what the government would be that would follow. and there is every evidence, every indication that that government would be hostile to the united states. and that would be a severe blow to our abilities there in the pacific. ",1,18,False,0.998996913433075
1596,2323,MR. REAGAN,"well, i can’t say that i have roundtabled that and sat down with the chiefs of staff, but i have said that it seems to me that this could be a logical step in what is my ultimate goal, my ultimate dream, and that is the elimination of nuclear weapons in the world. and it seems to me that this could be an adjunct, or certainly a great assisting agent in getting that done. i am not going to roll over, as mr. mondale suggests, and give them something that could turn around and be used against us. but i think it’s a very interesting proposal, to see if we can find, first of all, something that renders those weapons obsolete, incapable of their mission. but mr. mondale seems to approve mad — mad is mutual assured destruction — meaning, if you use nuclear weapons on us, the only thing we have to keep you from doing it is that we’ll kill as many people of yours as you’ll",1,18,False,0.9988881945610046
1597,2324,MR. REAGAN,"kill of ours. i think that to do everything we can to find, as i say, something that would destroy weapons and not humans is a great step forward in human rights. mr. trewhitt. mr. mondale, could i ask you to address the question of nuclear strategy then? the formal doctrine is very arcane, but i’m going to ask you to deal with it anyway. do you believe in mad, mutual assured destruction, mutual deterrence as it has been practiced for the last generation?",1,18,False,0.9967049956321716
1598,2325,MR. MONDALE,"i believe in a sensible arms control approach that brings down these weapons to manageable levels. i would like to see their elimination. and in the meantime, we have to be strong enough to make certain that the soviet union never tempts us. now, here we have to decide between generalized objectives and reality. the president says he wants to eliminate or reduce the number of nuclear weapons. but, in fact, these last 4 years have seen more weapons built, a wider and more vigorous arms race than in human history. he says he wants a system that will make nuclear wars safe, so nobody’s going to get hurt. well, maybe someday, somebody can dream of that. but why start an arms race now? why destabilize our relationship? why threaten our space satellites upon which we depend? why pursue a strategy that would delegate to computers the question of starting a war? a president, to defend this country and to get arms control, must master what’s going on",0,11,False,0.009409953840076923
1599,2326,MR. MONDALE,". i accept his objective and his dream; we all do. but the hard reality is that we must know what we’re doing and pursue those objectives that are possible in our time. he’s opposed every effort of every president to do so, and in the 4 years of his administration he’s failed to do so. and if you want a tough president who uses that strength to get arms control and draws the line in the heavens, vote for walter mondale. [applause]",0,11,False,0.0011643858160823584
1600,2329,MR. MONDALE,"to make the most fateful decision on earth — whether to fire these atomic weapons that could destroy the human species. that lesson tells us two things: one, pick a president that you know will know if that tragic moment ever comes what he must know, because there’ll be no time for staffing committees or advisers. a president must know right then. but above all, pick a president who will fight to avoid the day when that god-awful decision ever needs to be made. and that’s why this election is so terribly important. america and americans decide not just what’s happening in this country. we are the strongest and most powerful free society on earth. when you make that judgment, you are deciding not only the future of our nation; in a very profound respect, you’re deciding the future of the world. we need to move on. it’s time for america to find new leadership. please, join me in this cause to move confidently and with a",0,11,False,0.9776910543441772
1601,2330,MR. MONDALE,sense of assurance and command to build the blessed future of our nation.,0,11,False,0.009297491051256657
1602,2332,MR. REAGAN,"given an assignment to write a letter. it was to go into a time capsule and would be read in 100 years when that time capsule was opened. i remember driving down the california coast one day. my mind was full of what i was going to put in that letter about the problems and the issues that confront us in our time and what we did about them. but i couldn’t completely neglect the beauty around me — the pacific out there on one side of the highway, shining in the sunlight, the mountains of the coast range rising on the other side. and i found myself wondering what it would be like for someone — wondering if someone 100 years from now would be driving down that highway, and if they would see the same thing. and with that thought, i realized what a job i had with that letter. i would be writing a letter to people who know everything there is to know about us. we know nothing about them. they would know all",1,18,False,0.9934764504432678
1603,2333,MR. REAGAN,"about our problems. they would know how we solved them, and whether our solution was beneficial to them down through the years or whether it hurt them. they would also know that we lived in a world with terrible weapons, nuclear weapons of terrible destructive power, aimed at each other, capable of crossing the ocean in a matter of minutes and destroying civilization as we knew it. and then i thought to myself, what are they going to say about us, what are those people 100 years from now going to think? they will know whether we used those weapons or not. well, what they will say about us 100 years from now depends on how we keep our rendezvous with destiny. will we do the things that we know must be done and know that one day, down in history 100 years or perhaps before, someone will say, “thank god for those people back in the 1980’s for preserving our freedom, for saving for us this blessed planet called earth, with",1,18,False,0.5877208113670349
1604,2334,MR. REAGAN,"all its grandeur and its beauty.” you know, i am grateful to all of you for giving me the opportunity to serve you for these 4 years, and i seek reelection because i want more than anything else to try to complete the new beginning that we charted 4 years ago. george bush, who i think is one of the finest vice presidents this country has ever had — george bush and i have crisscrossed the country, and we’ve had, in these last few months, a wonderful experience. we have met young america. we have met your sons and daughters.",1,18,False,0.00022601807722821832
1605,2335,MR. REAGAN,all right. i was just going to — — ,1,18,False,0.7159802913665771
1606,2336,MR. REAGAN,i know. ,1,18,False,0.5218837857246399
1607,2337,MR. REAGAN,"i know, yes. ",1,18,False,0.9835749864578247
1608,2338,GORE,i’m glad you clarified that. ,0,8,False,0.546252965927124
1609,2341,GEORGE W. BUSH,"i, too, want to extend my prayers and blessings, god’s blessings on the families whose lives were overturned yes — tod — last night. it’s a tragic moment. actually, mr. vice president, it’s not true. i do support a national patient’s bill of rights. as a matter of fact, i brought republicans and democrats together to do just that in the state of texas to get a patient’s bill of rights through. it requires a different kind of leadership style to do it, though. you see, in order to get something done on behalf of the people, you have to put partisanship aside, and that’s what we did in my state. we have one of the most advanced patient’s bill of rights. it says, for example, that a woman doesn’t have to go through a gate keeper to go to her gynecologist. it says that you can’t gag a doctor, doctor can advise you. the hmo, the insurance",1,3,False,0.16508075594902039
1610,2342,GEORGE W. BUSH,"company, can’t gag that doctor from giving you full advice. and this particular bill, it allows patients to choose a doctor, their own doctor if they want to. but we did something else that was interesting. we’re one of the first states that said you can sue an hmo for denying you proper coverage. now there’s what’s called an independent review organization that you have to go through first. it says if youâ€™ve got a complaint with your insurance company, you can take your complaint to an objective body. if the objective body rules on your behalf, the insurance company must follow those rules. however, if the insurance company doesn’t follow the findings of the iro, then that becomes a cause of action in a court of law. it’s time for our nation to come together and do what’s right for the people, and i think this is right for the people. you know, i support a national patient’s bill of rights, mr",1,3,False,0.9682081937789917
1611,2343,GEORGE W. BUSH,". vice president, and i want all people covered. i don’t want the law to supersede good law like we’ve got in texas. i think —",1,3,False,0.9984545707702637
1612,2344,GORE,"jim, we have a direct disagreement on this. ",0,8,False,0.05242925509810448
1613,2346,GORE,"and i specifically would like to know whether governor bush will support the dingle-norwood bill, which is the main one pending. ",0,8,False,0.00011151826765853912
1614,2347,GEORGE W. BUSH,"well, the difference is is that i can get it done. that i can get something positive done on behalf of the people. that’s what the question in this campaign is about. it’s not only what’s your philosophy and what’s your position on issues, but can you get things done? and i believe i can. ",1,3,False,0.9982176423072815
1615,2348,GORE,what about the dingle-norwood bill? ,0,8,False,0.2581127882003784
1616,2349,GEORGE W. BUSH,"i’m not quite through. let me finish. i talked about the principles and the issues that i think are important in a patient’s bill of rights. it’s kind of washington, d.c. focus. well, it’s in this committee or it’s got this sponsor. if i’m the president, we’re going to have emergency room care, we’re going have gag orders, we’re going to have direct access to ob/gyn. people will be able to take their hmo insurance company to court. that’s what i’ve done in texas and that’s the kind of leadership style i’ll bring to washington. ",1,3,False,0.6317368149757385
1617,2352,GEORGE W. BUSH,makes sense. but the best thing to do is to reform medicare.,1,3,False,0.9754339456558228
1618,2354,GORE,"they can keep charging these very high prices. i want to streamline the approval of the competing generic drugs and the new kinds of treatments that can compete with them so we bring the price down for everybody. now, briefly, let me tell you how my prescription drug plan works. the governor talked about medicare. i propose a real prescription drug benefit under medicare for all seniors, all seniors, and here’s how it works. you pick your own doctor, and nobody can take that away from you. the doctor chooses the prescription that you need and nobody can overrule your doctor. you go to your own pharmacy and then medicare pays half the price. if you’re poor, they pay all of it. if you have extraordinarily high cost, then they pay all over $4,000 out-of-pocket. and i’ll bring new competition to bring the price down. and if you pass the big drug companies’ bill, nothing will happen.",0,8,False,0.00011961728159803897
1619,2357,GORE,"said that they were spending 3.7 billion dollars, or 4.7 billion dollars on this.",0,8,False,0.19562922418117523
1620,2358,GORE,okay. ,0,8,False,0.03224167972803116
1621,2361,GEORGE W. BUSH,congress or the united states senate. get a variety of choices to make in their lives. and that’s what we ought to do for all people in america.,1,3,False,0.9319242238998413
1622,2362,GORE,follow-up? ,0,8,False,0.07578527182340622
1623,2363,GEORGE W. BUSH,trying to find my light. ,1,3,False,0.04967202618718147
1624,2364,GEORGE W. BUSH,"well, you know, it’s hard to make people love one another. i wish i knew the law because i would darn sure sign it. i wish i knew the law that said all of us would be good parents. one of the things the next president must do is to remind people that if we are going to have a responsible period in america, that each of us must love our children with all our heart and all our soul. i happened to believe strong accountability encourages parental involvement, though. i think when you measure and post results on the internet or in the town newspapers, most parents say wait a minute, my child’s school isn’t doing what i want it to do and, therefore, become involved in education. i recognize there are some who just don’t seem to care. but there are a lot of parents who feel like everything is going well in their child’s school, and all of a sudden they wake up and realize that wait a",1,3,False,0.9924439787864685
1625,2365,GEORGE W. BUSH,"minute, standards aren’t being met. that’s why i’m so strong for accountability. i believe we ought to measure a lot, three, four, five, six, seven, eighth grade. we do so in my state of texas. one of the good things we’ve gone in texas is we have strong accountability because you can’t cure unless you know. you can’t solve a problem unless you diagnose it. i strongly believe that one of the best things to encourage parental involvement also is to know that the classrooms will be safe and secure. that’s why i support a teacher liability act at the federal level, that says if a teacher or principal upholds reasonable standards of classroom discipline they can’t be sued. they can’t be sued. i think parents will be more involved with education when they know their children’s classrooms are safe and secure as well. i also believe that we need to say to people that if you cannot meet standards, there has",1,3,False,0.0023092797491699457
1626,2366,GEORGE W. BUSH,"to be a consequence. instead of just comes the soft bigotry of low expectations, that there has to be a consequence. we can’t continue to shuffle children through school. and one of the consequences to allow parents to have different choices.",1,3,False,0.719436764717102
1627,2368,GORE,"new skills. i want to give every middle-class family a $10,000 a year tax deduction for college tuition so that middle-class families will always be able to send their kids on to college. i want to work for universal free school because we know from all the studies that the youngsters learn, kids learn more in the first few years of life than any where else. now, i said there was a contrast. governor bush is for vouchers, and in his plan he proposes to drain more money, more taxpayer money out of the public schools for private school vouchers than all of the money that he proposes in his entire budget for public schools themselves. and only one in 20 students would be eligible for these vouchers, and they wouldn’t even pay the full tuition to private school. i think that’s a mistake. i don’t think we should give up on the private schools and leave kids trapped in failing schools. i think we — i think we should make",0,8,False,0.00017167955229524523
1628,2369,GORE,"it the number one priority to make our schools the best in the world, all of them.",0,8,False,0.006507598329335451
1629,2370,GEORGE W. BUSH,"yeah, i appreciate that. i think any time we end with one of these attacks, it’s appropriate to respond. here’s what i think. first of all, vouchers are up to states. if you want to do a voucher program in missouri, fine. i strongly believe in local control of schools. i’m a governor of state and i don’t like it when the federal government tells us what to do. i believe in local control of schools. but here’s what i said. i’ve said to the extent we spend federal money on disadvantaged children, we want the schools to show us whether or not the children are learning. what’s unreasonable about that? we expect there to be standards met and we expect there to be measurement. and if we find success we’ll praise it. but when we find children trapped in schools that will not change and will not teach, instead of saying oh, this is okay in america just to shuffle poor kids through",1,3,False,0.9967669248580933
1630,2371,GEORGE W. BUSH,"schools, there has to be a consequence. and the consequence is that federal portion or federal money will go to the parent, so the parent can go to a tutoring program or another public school or another private school. you see, there has to be a consequence. we’ve got a society that says hey, the status quo is fine, just move them through. and guess who suffers.",1,3,False,0.9552847146987915
1631,2372,GORE,"well, the program that he’s proposing is not the one that he just described. described under your plan, governor bush, states would be required to pay vouchers to students to match the vouchers so that the federal government would put up. now, you’re — and the way it would happen is that under his plan, if a school was designated as failing, the kids would be trapped there for another three years and then some of them would get federal vouchers and the state would be forced to match those, that money. under my plan, if a school is failing, we work with the states to give them the authority and the resources to close down that school and reopen it right away with a new principal, a new faculty, a turn-around team of specialists who know what they’re doing. it’s based on the plan of governor jim hunt in north carolina, and it works great. ",0,8,False,9.211862925440073e-05
1632,2373,GORE,"if i thought that there was no alternative, then i might feel differently. but i have an obligation to fight to make sure there are no failing schools. we have to turn around — most schools are excellent, but we have to make sure that all of them are. ",0,8,False,0.005439837463200092
1633,2374,GORE,what grade do you teach? ,0,8,False,0.12629948556423187
1634,2377,GORE,more people into teaching because we need a lot more teachers.,0,8,False,0.2127828747034073
